Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
L2_REASON_5_2,"Is … a reason you chose …? (brand 5, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 5.2 of loop ""brand › feature"""
L2_REASON_5_3,"Is … a reason you chose …? (brand 5, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 5.3 of loop ""brand › feature"""
L2_REASON_6_1,"Is … a reason you chose …? (brand 6, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 6.1 of loop ""brand › feature"""
L2_REASON_6_2,"Is … a reason you chose …? (brand 6, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 6.2 of loop ""brand › feature"""
L2_REASON_6_3,"Is … a reason you chose …? (brand 6, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 6.3 of loop ""brand › feature"""
L2_REASON_7_1,"Is … a reason you chose …? (brand 7, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 7.1 of loop ""brand › feature"""
L2_REASON_7_2,"Is … a reason you chose …? (brand 7, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 7.2 of loop ""brand › feature"""
L2_REASON_7_3,"Is … a reason you chose …? (brand 7, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 7.3 of loop ""brand › feature"""
L2_REASON_8_1,"Is … a reason you chose …? (brand 8, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 8.1 of loop ""brand › feature"""
L2_REASON_8_2,"Is … a reason you chose …? (brand 8, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 8.2 of loop ""brand › feature"""
L2_REASON_8_3,"Is … a reason you chose …? (brand 8, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 8.3 of loop ""brand › feature"""
L2_REASON_9_1,"Is … a reason you chose …? (brand 9, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 9.1 of loop ""brand › feature"""
L2_REASON_9_2,"Is … a reason you chose …? (brand 9, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 9.2 of loop ""brand › feature"""
L2_REASON_9_3,"Is … a reason you chose …? (brand 9, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 9.3 of loop ""brand › feature"""
L2_REASON_10_1,"Is … a reason you chose …? (brand 10, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 10.1 of loop ""brand › feature"""
L2_REASON_10_2,"Is … a reason you chose …? (brand 10, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 10.2 of loop ""brand › feature"""
L2_REASON_10_3,"Is … a reason you chose …? (brand 10, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 10.3 of loop ""brand › feature"""
L2_REASON_11_1,"Is … a reason you chose …? (brand 11, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 11.1 of loop ""brand › feature"""
L2_REASON_11_2,"Is … a reason you chose …? (brand 11, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 11.2 of loop ""brand › feature"""
L2_REASON_11_3,"Is … a reason you chose …? (brand 11, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 11.3 of loop ""brand › feature"""
L2_REASON_12_1,"Is … a reason you chose …? (brand 12, feature 1)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 12.1 of loop ""brand › feature"""
L2_REASON_12_2,"Is … a reason you chose …? (brand 12, feature 2)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 12.2 of loop ""brand › feature"""
L2_REASON_12_3,"Is … a reason you chose …? (brand 12, feature 3)",Q84,Is … a reason you chose …?,numeric,single_select,"1,2",1=Yes; 2=No,p_l2,,,,,,,"iteration 12.3 of loop ""brand › feature"""
L3_WHY_NOT_1_1,Q85 — Too expensive (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,1,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_2,Q85 — Don't trust the brand (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,2,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_3,Q85 — Not available where I live (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,3,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_4,Q85 — Happy with my current brand (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,4,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_5,Q85 — Poor past experience (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,5,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_6,Q85 — Don't know enough about it (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,6,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_7,Q85 — Not compatible with my other devices (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,7,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_8,Q85 — Ethical / political reasons (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,8,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_99,Q85 — Other reason (nonuser 1),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,99,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_1_other,Q85 — Other (specify) (nonuser 1),Q85,Why haven't you used … in the past year?,text,multi_select,,,p_l3,,,,,,,"iteration 1 of loop ""nonuser"""
L3_WHY_NOT_2_1,Q85 — Too expensive (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,1,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_2,Q85 — Don't trust the brand (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,2,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_3,Q85 — Not available where I live (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,3,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_4,Q85 — Happy with my current brand (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,4,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_5,Q85 — Poor past experience (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,5,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_6,Q85 — Don't know enough about it (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,6,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_7,Q85 — Not compatible with my other devices (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,7,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_8,Q85 — Ethical / political reasons (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,8,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_99,Q85 — Other reason (nonuser 2),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,99,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_2_other,Q85 — Other (specify) (nonuser 2),Q85,Why haven't you used … in the past year?,text,multi_select,,,p_l3,,,,,,,"iteration 2 of loop ""nonuser"""
L3_WHY_NOT_3_1,Q85 — Too expensive (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,1,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_2,Q85 — Don't trust the brand (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,2,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_3,Q85 — Not available where I live (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,3,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_4,Q85 — Happy with my current brand (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,4,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_5,Q85 — Poor past experience (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,5,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_6,Q85 — Don't know enough about it (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,6,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_7,Q85 — Not compatible with my other devices (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,7,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_8,Q85 — Ethical / political reasons (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,8,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_99,Q85 — Other reason (nonuser 3),Q85,Why haven't you used … in the past year?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_l3,,,,,,99,"iteration 3 of loop ""nonuser"""
L3_WHY_NOT_3_other,Q85 — Other (specify) (nonuser 3),Q85,Why haven't you used … in the past year?,text,multi_select,,,p_l3,,,,,,,"iteration 3 of loop ""nonuser"""
L3_TRY_1,How likely are you to try … in the next 12 months? (nonuser 1),Q86,How likely are you to try … in the next 12 months?,numeric,single_select,"1,2,3,4,5",1=Very unlikely; 2=Unlikely; 3=Neither; 4=Likely; 5=Very likely,p_l3,,,,,,,"iteration 1 of loop ""nonuser"""
L3_TRY_2,How likely are you to try … in the next 12 months? (nonuser 2),Q86,How likely are you to try … in the next 12 months?,numeric,single_select,"1,2,3,4,5",1=Very unlikely; 2=Unlikely; 3=Neither; 4=Likely; 5=Very likely,p_l3,,,,,,,"iteration 2 of loop ""nonuser"""
L3_TRY_3,How likely are you to try … in the next 12 months? (nonuser 3),Q86,How likely are you to try … in the next 12 months?,numeric,single_select,"1,2,3,4,5",1=Very unlikely; 2=Unlikely; 3=Neither; 4=Likely; 5=Very likely,p_l3,,,,,,,"iteration 3 of loop ""nonuser"""
L3_CONVINCE_1,… (nonuser 1),Q87,…,text,long_text,,,p_l3,,,,,,,"iteration 1 of loop ""nonuser"""
L3_CONVINCE_2,… (nonuser 2),Q87,…,text,long_text,,,p_l3,,,,,,,"iteration 2 of loop ""nonuser"""
L3_CONVINCE_3,… (nonuser 3),Q87,…,text,long_text,,,p_l3,,,,,,,"iteration 3 of loop ""nonuser"""
L4_EXIT_AWARE_1,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 1),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 1 of loop ""exited"""
L4_EXIT_AWARE_2,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 2),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 2 of loop ""exited"""
L4_EXIT_AWARE_3,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 3),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 3 of loop ""exited"""
L4_EXIT_AWARE_4,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 4),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 4 of loop ""exited"""
L4_EXIT_AWARE_5,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 5),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 5 of loop ""exited"""
L4_EXIT_AWARE_6,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 6),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 6 of loop ""exited"""
L4_EXIT_AWARE_7,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 7),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 7 of loop ""exited"""
L4_EXIT_AWARE_8,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 8),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 8 of loop ""exited"""
L4_EXIT_AWARE_9,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 9),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 9 of loop ""exited"""
L4_EXIT_AWARE_10,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 10),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 10 of loop ""exited"""
L4_EXIT_AWARE_11,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 11),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 11 of loop ""exited"""
L4_EXIT_AWARE_12,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 12),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 12 of loop ""exited"""
L4_EXIT_AWARE_13,… has stopped selling consumer devices in several markets since …. Were you aware of this? (exited 13),Q88,… has stopped selling consumer devices in several markets since …. Were you aware of this?,numeric,single_select,"1,2,3","1=Yes, I knew; 2=I had heard something; 3=No, I didn't know",p_l4,,,,,,,"iteration 13 of loop ""exited"""
L4_EXIT_EFFECT_1,Does that change how you feel about …? (exited 1),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 1 of loop ""exited"""
L4_EXIT_EFFECT_2,Does that change how you feel about …? (exited 2),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 2 of loop ""exited"""
L4_EXIT_EFFECT_3,Does that change how you feel about …? (exited 3),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 3 of loop ""exited"""
L4_EXIT_EFFECT_4,Does that change how you feel about …? (exited 4),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 4 of loop ""exited"""
L4_EXIT_EFFECT_5,Does that change how you feel about …? (exited 5),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 5 of loop ""exited"""
L4_EXIT_EFFECT_6,Does that change how you feel about …? (exited 6),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 6 of loop ""exited"""
L4_EXIT_EFFECT_7,Does that change how you feel about …? (exited 7),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 7 of loop ""exited"""
L4_EXIT_EFFECT_8,Does that change how you feel about …? (exited 8),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 8 of loop ""exited"""
L4_EXIT_EFFECT_9,Does that change how you feel about …? (exited 9),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 9 of loop ""exited"""
L4_EXIT_EFFECT_10,Does that change how you feel about …? (exited 10),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 10 of loop ""exited"""
L4_EXIT_EFFECT_11,Does that change how you feel about …? (exited 11),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 11 of loop ""exited"""
L4_EXIT_EFFECT_12,Does that change how you feel about …? (exited 12),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 12 of loop ""exited"""
L4_EXIT_EFFECT_13,Does that change how you feel about …? (exited 13),Q89,Does that change how you feel about …?,numeric,single_select,"1,2,3,4",1=Much more negative; 2=Somewhat more negative; 3=No change; 4=More positive,p_l4,,,,,,,"iteration 13 of loop ""exited"""
L5_FIX_YEARS_1,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used …. (badyears 1)",Q90,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used ….",numeric,numeric,,,p_l5,,,,,,,"iteration 1 of loop ""badyears"""
L5_FIX_YEARS_2,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used …. (badyears 2)",Q90,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used ….",numeric,numeric,,,p_l5,,,,,,,"iteration 2 of loop ""badyears"""
L5_FIX_YEARS_3,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used …. (badyears 3)",Q90,"You entered … years for …, which is more than your age (…). Please re-enter the number of years you have used ….",numeric,numeric,,,p_l5,,,,,,,"iteration 3 of loop ""badyears"""
N_PRODUCTS,How many individual technology products would you like to tell us about in detail? (1–5),Q91,How many individual technology products would you like to tell us about in detail? (1–5),numeric,numeric,,,p_l6_count,,,,,,,
L6_TYPE_1,Product … of …: what type of product is it? (product 1),Q92,Product … of …: what type of product is it?,numeric,dropdown,"1,2,3,4,5,6,7,8,9,10",1=Smartphone; 2=Laptop; 3=Tablet; 4=Smartwatch; 5=Headphones; 6=Smart speaker; 7=TV; 8=Games console; 9=Camera; 10=Other,p_l6,,,,,,,"iteration 1 of loop ""product"""
L6_TYPE_2,Product … of …: what type of product is it? (product 2),Q92,Product … of …: what type of product is it?,numeric,dropdown,"1,2,3,4,5,6,7,8,9,10",1=Smartphone; 2=Laptop; 3=Tablet; 4=Smartwatch; 5=Headphones; 6=Smart speaker; 7=TV; 8=Games console; 9=Camera; 10=Other,p_l6,,,,,,,"iteration 2 of loop ""product"""
L6_TYPE_3,Product … of …: what type of product is it? (product 3),Q92,Product … of …: what type of product is it?,numeric,dropdown,"1,2,3,4,5,6,7,8,9,10",1=Smartphone; 2=Laptop; 3=Tablet; 4=Smartwatch; 5=Headphones; 6=Smart speaker; 7=TV; 8=Games console; 9=Camera; 10=Other,p_l6,,,,,,,"iteration 3 of loop ""product"""
L6_TYPE_4,Product … of …: what type of product is it? (product 4),Q92,Product … of …: what type of product is it?,numeric,dropdown,"1,2,3,4,5,6,7,8,9,10",1=Smartphone; 2=Laptop; 3=Tablet; 4=Smartwatch; 5=Headphones; 6=Smart speaker; 7=TV; 8=Games console; 9=Camera; 10=Other,p_l6,,,,,,,"iteration 4 of loop ""product"""
L6_TYPE_5,Product … of …: what type of product is it? (product 5),Q92,Product … of …: what type of product is it?,numeric,dropdown,"1,2,3,4,5,6,7,8,9,10",1=Smartphone; 2=Laptop; 3=Tablet; 4=Smartwatch; 5=Headphones; 6=Smart speaker; 7=TV; 8=Games console; 9=Camera; 10=Other,p_l6,,,,,,,"iteration 5 of loop ""product"""
L6_NAME_1,What is the brand and model of product …? (product 1),Q93,What is the brand and model of product …?,text,open_text,,,p_l6,,,,,,,"iteration 1 of loop ""product"""
L6_NAME_2,What is the brand and model of product …? (product 2),Q93,What is the brand and model of product …?,text,open_text,,,p_l6,,,,,,,"iteration 2 of loop ""product"""
L6_NAME_3,What is the brand and model of product …? (product 3),Q93,What is the brand and model of product …?,text,open_text,,,p_l6,,,,,,,"iteration 3 of loop ""product"""
L6_NAME_4,What is the brand and model of product …? (product 4),Q93,What is the brand and model of product …?,text,open_text,,,p_l6,,,,,,,"iteration 4 of loop ""product"""
L6_NAME_5,What is the brand and model of product …? (product 5),Q93,What is the brand and model of product …?,text,open_text,,,p_l6,,,,,,,"iteration 5 of loop ""product"""
L6_PRICE_1,Roughly how much did product … cost? (product 1),Q94,Roughly how much did product … cost?,numeric,numeric,,,p_l6,,,,,,,"iteration 1 of loop ""product"""
L6_PRICE_2,Roughly how much did product … cost? (product 2),Q94,Roughly how much did product … cost?,numeric,numeric,,,p_l6,,,,,,,"iteration 2 of loop ""product"""
L6_PRICE_3,Roughly how much did product … cost? (product 3),Q94,Roughly how much did product … cost?,numeric,numeric,,,p_l6,,,,,,,"iteration 3 of loop ""product"""
L6_PRICE_4,Roughly how much did product … cost? (product 4),Q94,Roughly how much did product … cost?,numeric,numeric,,,p_l6,,,,,,,"iteration 4 of loop ""product"""
L6_PRICE_5,Roughly how much did product … cost? (product 5),Q94,Roughly how much did product … cost?,numeric,numeric,,,p_l6,,,,,,,"iteration 5 of loop ""product"""
L6_SAT_1,How satisfied are you with product …? (product 1),Q95,How satisfied are you with product …?,numeric,slider,,,p_l6,,,,,,,"iteration 1 of loop ""product"""
L6_SAT_2,How satisfied are you with product …? (product 2),Q95,How satisfied are you with product …?,numeric,slider,,,p_l6,,,,,,,"iteration 2 of loop ""product"""
L6_SAT_3,How satisfied are you with product …? (product 3),Q95,How satisfied are you with product …?,numeric,slider,,,p_l6,,,,,,,"iteration 3 of loop ""product"""
L6_SAT_4,How satisfied are you with product …? (product 4),Q95,How satisfied are you with product …?,numeric,slider,,,p_l6,,,,,,,"iteration 4 of loop ""product"""
L6_SAT_5,How satisfied are you with product …? (product 5),Q95,How satisfied are you with product …?,numeric,slider,,,p_l6,,,,,,,"iteration 5 of loop ""product"""
RAND_ANCHOR_1,Q96 — Mobile payments,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,1,
RAND_ANCHOR_2,Q96 — Voice assistant,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,2,
RAND_ANCHOR_3,Q96 — Navigation,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,3,
RAND_ANCHOR_4,Q96 — Camera,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,4,
RAND_ANCHOR_5,Q96 — Health tracking,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,5,
RAND_ANCHOR_6,Q96 — Banking app,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,6,
RAND_ANCHOR_7,Q96 — Smart-home control,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,7,
RAND_ANCHOR_8,Q96 — Translation,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,8,
RAND_ANCHOR_9,Q96 — Screen sharing,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,9,
RAND_ANCHOR_10,Q96 — Password manager,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,10,
RAND_ANCHOR_98,Q96 — None of these,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,98,
RAND_ANCHOR_99,Q96 — Other,Q96,Which of these features do you use on your phone at least weekly?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_1,,,,,,99,
RAND_ANCHOR_other,Q96 — Other (specify),Q96,Which of these features do you use on your phone at least weekly?,text,multi_select,,,p_rand_1,,,,,,,
RAND_ROTATE,Which of these payment methods do you use most often?,Q97,Which of these payment methods do you use most often?,numeric,single_select,"1,2,3,4,5,6,7,8",1=Cash; 2=Debit card; 3=Credit card; 4=Mobile wallet; 5=Bank transfer; 6=Buy-now-pay-later; 7=Cryptocurrency; 8=Prepaid card,p_rand_1,,,,,,,
